,#End Year,#FaceoffLosses,#FaceoffPercent,#FaceoffWins,#GamesPlayed,#GoalsAgainst,#GoalsFor,#Hits,#Losses,#OvertimeLosses,#OvertimeWins,#Penalties,#PenaltyKillGoalsAllowed,#PenaltyKillPercent,#PenaltyKills,#PenaltyMinutes,#Points,#PowerplayGoals,#PowerplayPercent,#Powerplays,#Rank,#Rows,#ShootoutLosses,#ShootoutWins,#ShorthandedGoalsAgainst,#ShorthandedGoalsFor,#Shots,#Team Abbr.,#Team City,#Team ID,#Team Name,#Wins,Unnamed: 0
25,2015,2311,53.0,2602,82,219,183,1953,41,11,0,239,29,83.8,179,549,71,45,19.4,232,26,25.0,0,0,4,2,2341,CAR,Carolina,3,Hurricanes,30,25
26,2015,2647,49.0,2547,82,257,206,2545,44,8,0,345,52,78.5,242,803,68,45,17.4,259,27,25.0,0,0,12,7,2190,TOR,Toronto,12,Maple Leafs,30,26
27,2015,2567,48.2,2390,82,276,193,1980,44,14,0,279,51,75.4,207,682,62,41,18.3,224,28,19.0,0,0,7,4,2137,EDM,Edmonton,24,Oilers,24,27
28,2015,2476,51.8,2666,82,267,165,2489,50,8,0,338,66,74.7,261,776,56,46,21.8,211,29,19.0,0,0,7,4,2226,ARI,Arizona,30,Coyotes,24,28
29,2015,2689,44.9,2195,82,269,153,2204,51,8,0,341,66,71.9,235,893,54,30,14.6,206,30,15.0,0,0,8,7,1831,BUF,Buffalo,15,Sabres,23,29
0,2016,2409,49.6,2368,82,191,248,1994,18,8,0,322,38,84.8,250,753,120,55,22.2,248,1,52.0,0,0,5,2,2508,WSH,Washington,5,Capitals,56,0
1,2016,2577,50.2,2597,82,228,265,1556,23,9,0,312,44,81.7,240,719,109,58,22.8,254,2,48.0,0,0,15,10,2624,DAL,Dallas,27,Stars,50,1
2,2016,2452,51.3,2579,82,197,219,1937,24,9,0,358,41,84.9,271,861,107,51,22.0,232,3,44.0,0,0,5,4,2474,STL,St. Louis,17,Blues,49,2
3,2016,2576,50.2,2593,82,199,241,1947,26,8,0,324,40,83.8,247,693,104,48,18.8,255,4,44.0,0,0,5,11,2722,PIT,Pittsburgh,10,Penguins,48,3
4,2016,2452,49.3,2380,82,207,234,1389,26,9,0,274,46,79.6,225,611,103,57,23.7,241,5,46.0,0,0,3,10,2497,CHI,Chicago,20,Blackhawks,47,4
5,2016,2310,51.9,2497,82,188,215,2234,25,11,0,396,37,87.1,287,1023,103,56,23.7,236,6,43.0,0,0,3,7,2483,ANA,Anaheim,29,Ducks,46,5
6,2016,2540,50.1,2548,82,200,232,1910,26,9,0,355,55,79.4,267,849,103,47,17.3,272,7,40.0,0,0,5,5,2356,FLO,Florida,4,Panthers,47,6
7,2016,2483,50.5,2534,82,192,223,2495,28,6,0,354,53,80.9,278,866,102,47,20.9,225,8,46.0,0,0,3,5,2623,LAK,Los Angeles,28,Kings,48,7
8,2016,2390,49.2,2313,82,215,233,2164,27,9,0,305,53,78.5,246,704,101,42,19.5,215,9,43.0,0,0,5,3,2332,NYR,New York,9,Rangers,46,8
9,2016,2323,50.1,2331,82,211,227,2311,27,10,0,306,36,84.1,226,718,100,42,18.1,232,10,40.0,0,0,6,7,2410,NYI,New York,8,Islanders,45,9
10,2016,2404,50.7,2472,82,207,237,1686,30,6,0,298,46,79.9,229,727,98,62,23.1,268,11,42.0,0,0,6,6,2489,SJS,San Jose,26,Sharks,46,10
11,2016,2421,49.5,2372,82,198,224,1682,31,5,0,341,41,84.0,257,809,97,44,16.3,270,12,43.0,0,0,7,6,2397,TBL,Tampa Bay,1,Lightning,46,11
12,2016,2431,51.0,2530,82,210,211,2196,27,14,0,364,51,80.1,256,966,96,53,19.3,275,13,38.0,0,0,8,3,2539,PHI,Philadelphia,6,Flyers,41,12
13,2016,2515,48.7,2387,82,213,224,1886,27,14,0,322,46,80.9,241,810,96,51,19.9,256,14,37.0,0,0,2,7,2507,NSH,Nashville,18,Predators,41,13
14,2016,2367,50.5,2417,82,219,209,1651,30,11,0,341,50,81.1,265,720,93,50,19.6,255,15,39.0,0,0,4,2,2431,DET,Detroit,16,Red Wings,41,14
15,2016,2548,50.4,2592,82,228,236,2164,31,9,0,364,48,82.4,272,933,93,48,20.4,235,16,38.0,0,0,4,8,2620,BOS,Boston,11,Bruins,42,15
16,2016,2342,52.5,2591,82,204,213,1406,33,11,0,252,45,77.7,202,545,87,48,18.8,255,17,35.0,0,0,6,7,2373,MIN,Minnesota,25,Wild,38,16
17,2016,2178,53.7,2523,82,221,196,1550,31,16,0,254,32,83.8,197,562,86,40,17.4,230,18,33.0,0,0,5,3,2451,CAR,Carolina,3,Hurricanes,35,17
18,2016,2464,50.6,2519,82,241,230,2262,35,9,0,344,61,74.7,241,890,85,38,16.5,231,19,32.0,0,0,3,16,2323,OTT,Ottawa,13,Senators,38,18
19,2016,2518,46.4,2183,82,202,182,1840,36,8,0,331,45,82.4,256,808,84,51,20.1,254,20,36.0,0,0,8,5,2003,NJD,New Jersey,7,Devils,38,19
20,2016,2398,49.9,2384,82,240,212,1848,39,4,0,317,51,79.7,251,774,82,48,18.3,262,21,35.0,0,0,9,7,2347,COL,Colorado,22,Avalanche,39,20
21,2016,2586,50.3,2621,82,233,216,1933,38,6,0,319,46,80.9,241,774,82,42,16.3,257,22,33.0,0,0,11,8,2503,MTL,Montreal,14,Canadiens,38,21
22,2016,2488,49.4,2427,82,215,199,1916,36,11,0,288,38,82.1,212,749,81,48,19.0,252,23,33.0,0,0,6,6,2418,BUF,Buffalo,15,Sabres,35,22
23,2016,2288,54.7,2762,82,244,208,1815,39,8,0,396,69,76.7,296,1011,78,53,17.8,297,24,34.0,0,0,13,4,2264,ARI,Arizona,30,Coyotes,35,23
24,2016,2572,46.7,2257,82,236,212,2103,39,8,0,375,61,77.9,276,918,78,38,15.2,250,25,32.0,0,0,4,10,2427,WPJ,Winnipeg,47,Jets,35,24
25,2016,2550,48.6,2411,82,257,229,1700,40,7,0,297,57,75.3,231,754,77,46,17.8,258,26,33.0,0,0,6,10,2398,CGY,Calgary,23,Flames,35,25
26,2016,2572,49.0,2471,82,248,213,2145,40,8,0,380,53,80.3,269,991,76,43,17.8,241,27,28.0,0,0,8,3,2387,CBJ,Columbus,19,Blue Jackets,34,26
27,2016,2669,45.4,2223,82,239,186,1533,38,13,0,329,47,80.6,242,821,75,39,16.5,237,28,26.0,0,0,8,4,2310,VAN,Vancouver,21,Canucks,31,27
28,2016,2549,48.8,2429,82,242,199,1818,43,8,0,325,48,80.7,249,794,70,43,18.2,236,29,27.0,0,0,6,5,2386,EDM,Edmonton,24,Oilers,31,28
29,2016,2556,50.6,2617,82,240,192,2119,42,11,0,341,50,81.5,270,756,69,40,15.3,261,30,23.0,0,0,8,3,2513,TOR,Toronto,12,Maple Leafs,29,29
